,date,no1,no2,no3,no4,no5,no6,no7,singular,plural,l10,l20,l30,l40,l50
1490,2011-07-02,5,13,31,33,34,35,27,5,1,1,1,0,4,0
1491,2011-06-30,10,20,40,46,48,49,13,1,5,1,1,0,1,3
1492,2011-06-28,4,15,17,43,45,47,38,5,1,1,2,0,0,3
1493,2011-06-25,4,23,24,30,34,45,19,2,4,1,0,3,1,1
1494,2011-06-23,2,15,27,32,43,49,42,4,2,1,1,1,1,2
1495,2011-06-21,9,10,16,21,32,47,38,3,3,2,1,1,1,1
1496,2011-06-18,14,16,38,44,48,49,39,1,5,0,2,0,1,3
1497,2011-06-16,4,12,26,44,47,48,2,1,5,1,1,1,0,3
1498,2011-06-14,12,13,19,22,39,48,46,3,3,0,3,1,1,1
1499,2011-06-12,1,4,13,17,35,44,22,4,2,2,2,0,1,1
1500,2011-06-09,3,5,6,15,39,42,35,4,2,3,1,0,1,1
1501,2011-06-07,22,24,33,36,42,49,38,2,4,0,0,2,2,2
1502,2011-06-04,7,8,33,36,46,49,18,3,3,2,0,0,2,2
1503,2011-06-02,2,7,18,23,39,47,17,4,2,2,1,1,1,1
1504,2011-05-31,1,4,10,24,30,39,8,2,4,3,0,2,1,0
1505,2011-05-28,7,13,34,38,43,44,10,3,3,1,1,0,2,2
1506,2011-05-26,5,6,22,37,44,48,23,2,4,2,0,1,1,2
1507,2011-05-24,11,20,31,33,39,48,4,4,2,0,2,0,3,1
1508,2011-05-22,15,17,22,36,45,47,35,4,2,0,2,1,1,2
1509,2011-05-20,13,15,18,30,32,48,8,2,4,0,3,1,1,1
1510,2011-05-17,12,14,27,35,46,49,31,3,3,0,2,1,1,2
1511,2011-05-14,4,10,15,22,33,35,48,3,3,2,1,1,2,0
1512,2011-05-12,4,9,25,28,39,45,30,4,2,2,0,2,1,1
1513,2011-05-08,10,14,26,29,39,41,6,3,3,1,1,2,1,1
1514,2011-05-05,5,6,15,20,32,48,22,2,4,2,2,0,1,1
1515,2011-05-03,2,3,13,23,34,38,5,3,3,2,1,1,2,0
1516,2011-04-30,9,10,23,29,30,34,36,3,3,2,0,3,1,0
1517,2011-04-28,1,6,15,30,33,49,3,4,2,2,1,1,1,1
1518,2011-04-26,11,15,25,29,30,49,47,5,1,0,2,3,0,1
1519,2011-04-23,2,4,26,30,31,43,38,2,4,2,0,2,1,1
1520,2011-04-21,1,6,9,10,22,26,35,2,4,4,0,2,0,0
1521,2011-04-19,1,8,18,20,22,46,28,1,5,2,2,1,0,1
1522,2011-04-16,1,16,17,26,31,36,45,3,3,1,2,1,2,0
1523,2011-04-14,12,14,23,32,37,39,28,3,3,0,2,1,3,0
1524,2011-04-12,2,4,9,12,21,31,10,3,3,3,1,1,1,0
1525,2011-04-10,6,10,24,34,37,47,12,2,4,2,0,1,2,1
1526,2011-04-07,1,5,21,26,31,43,22,5,1,2,0,2,1,1
1527,2011-04-05,8,10,26,29,41,44,9,2,4,2,0,2,0,2
1528,2011-04-02,3,12,15,31,36,49,11,4,2,1,2,0,2,1
1529,2011-03-31,6,23,24,38,39,40,32,2,4,1,0,2,3,0
1530,2011-03-29,1,2,9,20,24,49,43,3,3,3,1,1,0,1
1531,2011-03-26,2,12,20,25,31,47,29,3,3,1,2,1,1,1
1532,2011-03-24,10,16,17,38,42,43,13,2,4,1,2,0,1,2
1533,2011-03-22,18,24,26,34,38,45,15,1,5,0,1,2,2,1
1534,2011-03-19,8,12,24,31,33,41,20,3,3,1,1,1,2,1
1535,2011-03-17,4,5,23,31,39,48,20,4,2,2,0,1,2,1
1536,2011-03-15,4,11,15,16,35,42,9,3,3,1,3,0,1,1
1537,2011-03-13,6,14,26,27,30,43,21,2,4,1,1,3,0,1
1538,2011-03-10,2,6,21,45,46,49,28,3,3,2,0,1,0,3
1539,2011-03-08,4,15,23,33,37,47,22,5,1,1,1,1,2,1
1540,2011-03-05,2,7,16,25,29,34,10,3,3,2,1,2,1,0
1541,2011-03-03,8,9,13,17,33,49,30,5,1,2,2,0,1,1
1542,2011-03-01,4,25,30,41,43,45,29,4,2,1,0,2,0,3
1543,2011-02-26,1,24,28,33,37,47,49,4,2,1,0,2,2,1
1544,2011-02-24,7,26,27,29,30,41,44,4,2,1,0,4,0,1
1545,2011-02-22,3,8,21,22,28,48,5,2,4,2,0,3,0,1
1546,2011-02-19,13,16,18,23,34,42,40,2,4,0,3,1,1,1
1547,2011-02-17,9,24,25,30,35,37,45,4,2,1,0,3,2,0
1548,2011-02-15,16,17,18,27,38,41,30,3,3,0,3,1,1,1
1549,2011-02-13,10,13,20,24,37,47,16,3,3,1,2,1,1,1
1550,2011-02-10,2,3,9,18,20,36,12,2,4,3,2,0,1,0
1551,2011-02-08,11,21,27,28,32,34,17,3,3,0,1,3,2,0
1552,2011-02-06,1,2,16,27,31,47,19,4,2,2,1,1,1,1
1553,2011-02-03,6,8,10,28,36,37,21,1,5,3,0,1,2,0
1554,2011-02-01,1,8,22,32,46,48,9,1,5,2,0,1,1,2
1555,2011-01-29,5,8,9,10,29,49,46,4,2,4,0,1,0,1
1556,2011-01-27,1,6,14,25,29,35,48,4,2,2,1,2,1,0
1557,2011-01-25,9,14,16,17,21,26,20,3,3,1,3,2,0,0
1558,2011-01-22,1,15,30,39,45,49,37,5,1,1,1,1,1,2
1559,2011-01-20,5,21,28,30,37,42,48,3,3,1,0,3,1,1
1560,2011-01-18,9,15,21,31,33,41,37,6,0,1,1,1,2,1
1561,2011-01-15,13,18,29,31,32,46,2,3,3,0,2,1,2,1
1562,2011-01-13,17,19,25,36,40,44,10,3,3,0,2,1,2,1
1563,2011-01-11,1,2,29,37,42,48,38,3,3,2,0,1,1,2
1564,2011-01-08,10,12,18,21,27,33,4,3,3,1,2,2,1,0
1565,2011-01-06,4,7,14,15,19,26,43,3,3,2,3,1,0,0
1566,2011-01-04,4,9,16,20,38,39,40,2,4,2,2,0,2,0
1567,2011-01-02,1,13,20,24,37,39,3,4,2,1,2,1,2,0
1568,2010-12-30,4,13,18,20,36,39,12,2,4,1,3,0,2,0
1569,2010-12-28,8,23,28,31,36,37,12,3,3,1,0,2,3,0
1570,2010-12-25,1,2,4,13,43,48,11,3,3,3,1,0,0,2
1571,2010-12-22,3,4,15,24,35,41,36,4,2,2,1,1,1,1
1572,2010-12-20,4,5,12,16,18,41,7,2,4,2,3,0,0,1
1573,2010-12-18,15,19,34,39,44,45,23,4,2,0,2,0,2,2
1574,2010-12-16,12,13,18,19,27,29,10,4,2,0,4,2,0,0
1575,2010-12-14,3,7,28,29,38,48,40,3,3,2,0,2,1,1
1576,2010-12-11,15,18,22,24,27,30,10,2,4,0,2,4,0,0
1577,2010-12-09,4,10,20,25,33,36,37,2,4,2,1,1,2,0
1578,2010-12-07,12,13,18,20,28,48,14,1,5,0,4,1,0,1
1579,2010-12-05,9,10,20,42,46,47,27,2,4,2,1,0,0,3
1580,2010-12-02,6,11,17,31,40,41,34,4,2,1,2,0,2,1
1581,2010-11-30,3,14,16,19,45,48,9,3,3,1,3,0,0,2
1582,2010-11-27,13,17,25,26,43,44,42,4,2,0,2,2,0,2
1583,2010-11-25,17,22,28,31,39,45,8,4,2,0,1,2,2,1
1584,2010-11-23,1,10,11,24,30,49,35,3,3,2,1,2,0,1
1585,2010-11-20,3,6,9,29,30,33,14,4,2,3,0,2,1,0
1586,2010-11-18,6,20,30,33,39,47,23,3,3,1,1,1,2,1
1587,2010-11-16,3,12,20,39,46,49,19,3,3,1,2,0,1,2
1588,2010-11-13,7,18,21,28,47,48,35,3,3,1,1,2,0,2
1589,2010-11-11,5,6,15,28,29,43,48,4,2,2,1,2,0,1
1590,2010-11-09,4,15,41,43,45,49,18,5,1,1,1,0,0,4
1591,2010-11-04,5,9,25,27,33,44,17,5,1,2,0,2,1,1
1592,2010-11-02,5,17,24,25,36,45,15,4,2,1,1,2,1,1
1593,2010-10-30,7,8,12,24,30,49,27,2,4,2,1,2,0,1
1594,2010-10-28,8,9,17,31,36,47,46,4,2,2,1,0,2,1
1595,2010-10-26,3,8,14,20,33,41,32,3,3,2,2,0,1,1
1596,2010-10-23,1,28,33,41,42,45,8,4,2,1,0,1,1,3
1597,2010-10-21,4,9,23,35,46,49,18,4,2,2,0,1,1,2
1598,2010-10-19,2,20,29,38,39,43,37,3,3,1,1,1,2,1
1599,2010-10-16,1,29,30,44,45,49,41,4,2,1,0,2,0,3
1600,2010-10-14,4,7,10,26,42,47,13,2,4,3,0,1,0,2
1601,2010-10-12,9,13,21,24,38,46,27,3,3,1,1,2,1,1
1602,2010-10-09,22,37,41,42,44,45,27,3,3,0,0,1,1,4
1603,2010-10-07,14,15,21,22,32,40,2,2,4,0,2,2,2,0
1604,2010-10-05,5,6,8,16,29,31,12,3,3,3,1,1,1,0
1605,2010-10-02,7,16,17,21,27,36,6,4,2,1,2,2,1,0
1606,2010-09-30,9,18,21,22,26,29,27,3,3,1,1,4,0,0
1607,2010-09-28,7,30,31,42,45,49,46,4,2,1,0,1,1,3
1608,2010-09-25,16,23,30,37,39,43,5,4,2,0,1,2,2,1
1609,2010-09-21,10,13,23,35,36,48,47,3,3,1,1,1,2,1
1610,2010-09-19,12,17,19,26,33,40,25,3,3,0,3,1,2,0
1611,2010-09-16,5,8,31,46,47,49,34,4,2,2,0,0,1,3
1612,2010-09-14,3,4,7,22,30,39,6,3,3,3,0,2,1,0
1613,2010-09-11,10,20,24,35,36,39,12,2,4,1,1,1,3,0
1614,2010-09-09,2,4,19,34,37,41,5,3,3,2,1,0,2,1
1615,2010-09-07,2,3,16,42,43,45,27,3,3,2,1,0,0,3
1616,2010-09-04,17,19,25,34,43,45,47,5,1,0,2,1,1,2
1617,2010-09-02,3,7,11,20,23,48,38,4,2,2,2,1,0,1
1618,2010-08-30,6,16,39,40,46,49,41,2,4,1,1,0,2,2
1619,2010-08-28,1,3,6,7,36,49,42,4,2,4,0,0,1,1
1620,2010-08-26,1,7,9,10,36,44,37,3,3,4,0,0,1,1
1621,2010-08-24,6,9,11,16,25,37,45,4,2,2,2,1,1,0
1622,2010-08-21,18,21,34,37,40,49,28,3,3,0,1,1,3,1
1623,2010-08-19,8,12,30,43,46,48,35,1,5,1,1,1,0,3
1624,2010-08-17,2,5,8,22,25,35,16,3,3,3,0,2,1,0
1625,2010-08-14,6,12,17,34,38,46,43,1,5,1,2,0,2,1
1626,2010-08-12,6,17,29,33,42,48,34,3,3,1,1,1,1,2
1627,2010-08-10,5,8,12,20,30,39,23,2,4,2,2,1,1,0
1628,2010-08-07,3,18,34,41,45,46,37,3,3,1,1,0,1,3
1629,2010-08-05,8,30,42,46,48,49,7,1,5,1,0,1,0,4
1630,2010-08-03,9,17,26,31,35,36,42,4,2,1,1,1,3,0
1631,2010-07-31,12,28,29,33,35,37,22,4,2,0,1,2,3,0
1632,2010-07-29,12,13,38,41,44,49,22,3,3,0,2,0,1,3
1633,2010-07-27,4,17,23,28,43,46,22,3,3,1,1,2,0,2
1634,2010-07-24,6,15,22,25,33,42,24,3,3,1,1,2,1,1
1635,2010-07-20,5,13,26,29,40,47,42,4,2,1,1,2,1,1
1636,2010-07-17,7,12,30,34,40,48,33,1,5,1,1,1,2,1
1637,2010-07-15,2,10,16,18,41,44,31,1,5,2,2,0,0,2
1638,2010-07-13,2,3,5,25,43,48,24,4,2,3,0,1,0,2
1639,2010-07-10,2,22,25,27,35,42,13,3,3,1,0,3,1,1
1640,2010-07-08,4,16,40,43,46,47,27,2,4,1,1,0,1,3
1641,2010-07-06,14,17,21,29,42,46,49,3,3,0,2,2,0,2
1642,2010-07-03,2,13,14,21,45,49,19,4,2,1,2,1,0,2
1643,2010-06-29,8,11,21,38,41,48,49,3,3,1,1,1,1,2
1644,2010-06-26,7,13,15,20,21,41,2,5,1,1,3,1,0,1
1645,2010-06-24,5,23,26,31,34,49,24,4,2,1,0,2,2,1
1646,2010-06-22,2,4,9,20,35,40,44,2,4,3,1,0,2,0
1647,2010-06-19,2,8,12,13,27,35,37,3,3,2,2,1,1,0
1648,2010-06-17,5,11,15,42,45,48,14,4,2,1,2,0,0,3
1649,2010-06-15,5,10,18,21,35,49,11,4,2,2,1,1,1,1
1650,2010-06-13,2,11,19,20,21,40,43,3,3,1,3,1,1,0
1651,2010-06-10,8,26,32,35,36,49,24,2,4,1,0,1,3,1
1652,2010-06-08,7,8,12,21,23,47,10,4,2,2,1,2,0,1
1653,2010-06-05,9,15,30,37,38,40,1,3,3,1,1,1,3,0
1654,2010-06-03,5,16,19,26,42,44,6,2,4,1,2,1,0,2
1655,2010-06-01,7,11,13,24,28,46,26,3,3,1,2,2,0,1
1656,2010-05-29,4,16,25,26,33,42,30,2,4,1,1,2,1,1
1657,2010-05-27,9,22,28,32,33,49,18,3,3,1,0,2,2,1
1658,2010-05-25,14,18,30,40,43,46,27,1,5,0,2,1,1,2
1659,2010-05-22,12,17,18,26,29,33,41,3,3,0,3,2,1,0
1660,2010-05-20,4,10,11,15,22,37,49,3,3,2,2,1,1,0
1661,2010-05-18,4,7,12,20,39,48,14,2,4,2,2,0,1,1
1662,2010-05-15,1,29,32,39,44,47,17,4,2,1,0,1,2,2
1663,2010-05-13,16,22,31,37,39,49,32,4,2,0,1,1,3,1
1664,2010-05-11,15,26,29,34,35,40,9,3,3,0,1,2,3,0
1665,2010-05-09,1,5,8,21,27,34,20,4,2,3,0,2,1,0
1666,2010-05-06,2,31,37,38,39,40,44,3,3,1,0,0,5,0
1667,2010-05-04,19,24,34,40,41,46,15,2,4,0,1,1,2,2
1668,2010-05-02,7,16,26,28,41,44,24,2,4,1,1,2,0,2
1669,2010-04-29,5,7,24,26,41,49,3,4,2,2,0,2,0,2
1670,2010-04-27,3,13,18,21,22,33,8,4,2,1,2,2,1,0
1671,2010-04-24,5,12,16,23,29,39,11,4,2,1,2,2,1,0
1672,2010-04-22,1,16,23,29,39,46,17,4,2,1,1,2,1,1
1673,2010-04-20,6,17,25,27,35,40,32,4,2,1,1,2,2,0
1674,2010-04-17,1,2,24,38,42,49,19,2,4,2,0,1,1,2
1675,2010-04-15,19,21,30,35,36,37,33,4,2,0,1,2,3,0
1676,2010-04-13,31,32,33,37,42,46,17,3,3,0,0,0,4,2
1677,2010-04-11,2,7,20,36,38,41,40,2,4,2,1,0,2,1
1678,2010-04-08,3,5,25,30,33,37,35,5,1,2,0,2,2,0
1679,2010-04-06,11,20,25,35,42,45,8,4,2,0,2,1,1,2
1680,2010-04-03,11,23,35,37,40,43,30,5,1,0,1,1,3,1
1681,2010-04-01,20,21,23,31,42,43,41,4,2,0,1,2,1,2
1682,2010-03-30,2,22,29,31,40,48,20,2,4,1,0,2,2,1
1683,2010-03-27,1,3,8,22,36,44,29,2,4,3,0,1,1,1
1684,2010-03-25,14,16,29,44,45,47,42,3,3,0,2,1,0,3
1685,2010-03-23,7,11,22,27,32,46,17,3,3,1,1,2,1,1
1686,2010-03-20,8,12,29,33,39,45,36,4,2,1,1,1,2,1
1687,2010-03-18,4,19,30,37,39,41,31,4,2,1,1,1,2,1
1688,2010-03-16,4,16,28,37,38,47,30,2,4,1,1,1,2,1
1689,2010-03-13,1,4,14,18,22,39,48,2,4,2,2,1,1,0
1690,2010-03-11,10,14,35,40,43,48,21,2,4,1,1,0,2,2
1691,2010-03-09,9,13,14,17,28,45,20,4,2,1,3,1,0,1
1692,2010-03-07,3,12,26,28,31,46,16,2,4,1,1,2,1,1
1693,2010-03-04,10,11,24,33,34,38,16,2,4,1,1,1,3,0
1694,2010-03-02,1,6,10,21,28,35,46,3,3,3,0,2,1,0
1695,2010-02-27,16,17,18,22,25,36,47,2,4,0,3,2,1,0
1696,2010-02-25,11,20,31,37,44,47,46,4,2,0,2,0,2,2
1697,2010-02-23,8,19,43,44,48,49,46,3,3,1,1,0,0,4
1698,2010-02-20,3,4,11,15,32,45,1,4,2,2,2,0,1,1
1699,2010-02-18,4,5,7,11,28,32,3,3,3,3,1,1,1,0
1700,2010-02-15,1,7,17,20,29,49,19,5,1,2,2,1,0,1
1701,2010-02-13,5,21,26,27,28,29,44,4,2,1,0,5,0,0
1702,2010-02-11,21,24,27,32,35,36,16,3,3,0,0,3,3,0
1703,2010-02-09,4,8,10,13,14,49,7,2,4,3,2,0,0,1
1704,2010-02-06,1,5,13,16,24,41,14,4,2,2,2,1,0,1
1705,2010-02-04,9,20,25,36,42,47,13,3,3,1,1,1,1,2
1706,2010-02-02,1,10,13,14,38,39,41,3,3,2,2,0,2,0
1707,2010-01-30,2,4,6,30,32,34,40,0,6,3,0,1,2,0
1708,2010-01-28,3,9,15,32,43,46,28,4,2,2,1,0,1,2
1709,2010-01-26,8,9,17,31,37,38,2,4,2,2,1,0,3,0
1710,2010-01-23,18,19,26,34,39,46,2,2,4,0,2,1,2,1
1711,2010-01-21,6,7,17,24,41,48,16,3,3,2,1,1,0,2
1712,2010-01-19,2,3,9,24,33,41,40,4,2,3,0,1,1,1
1713,2010-01-17,5,18,19,28,35,45,27,4,2,1,2,1,1,1
1714,2010-01-14,21,26,27,35,38,48,41,3,3,0,0,3,2,1
1715,2010-01-12,9,23,25,29,30,48,1,4,2,1,0,4,0,1
1716,2010-01-09,4,8,16,39,40,45,10,2,4,2,1,0,2,1
1717,2010-01-07,5,14,16,25,45,48,42,3,3,1,2,1,0,2
1718,2010-01-05,5,14,16,22,26,28,27,1,5,1,2,3,0,0
1719,2010-01-02,11,13,16,18,21,22,6,3,3,0,4,2,0,0
1720,2009-12-31,26,28,31,33,40,41,19,3,3,0,0,2,3,1
1721,2009-12-29,9,27,33,38,39,40,14,4,2,1,0,1,4,0
1722,2009-12-26,6,17,21,27,36,42,23,3,3,1,1,2,1,1
1723,2009-12-24,20,22,26,27,31,44,49,2,4,0,1,3,1,1
1724,2009-12-22,6,23,30,33,43,44,10,3,3,1,0,2,1,2
1725,2009-12-20,2,4,24,28,32,45,38,1,5,2,0,2,1,1
1726,2009-12-17,2,4,30,37,43,49,10,3,3,2,0,1,1,2
1727,2009-12-15,10,27,28,40,46,47,18,2,4,1,0,2,1,2
1728,2009-12-12,8,9,37,40,46,49,41,3,3,2,0,0,2,2
1729,2009-12-10,4,8,15,16,34,49,45,2,4,2,2,0,1,1
1730,2009-12-08,6,12,23,29,31,35,21,4,2,1,1,2,2,0
1731,2009-12-05,1,14,17,23,35,38,31,4,2,1,2,1,2,0
1732,2009-12-03,10,15,20,21,34,46,4,2,4,1,2,1,1,1
1733,2009-12-01,4,5,10,17,39,44,24,3,3,3,1,0,1,1
1734,2009-11-28,1,5,25,32,38,39,4,4,2,2,0,1,3,0
1735,2009-11-26,1,3,9,17,18,42,7,4,2,3,2,0,0,1
1736,2009-11-24,7,21,24,33,35,45,26,5,1,1,0,2,2,1
1737,2009-11-21,2,8,23,28,38,45,21,2,4,2,0,2,1,1
1738,2009-11-19,11,13,19,35,41,45,24,6,0,0,3,0,1,2
1739,2009-11-17,2,4,9,28,42,43,45,2,4,3,0,1,0,2
1740,2009-11-14,3,6,15,26,28,42,21,2,4,2,1,2,0,1
1741,2009-11-12,1,6,9,10,20,46,14,2,4,4,1,0,0,1
1742,2009-11-10,2,8,18,22,24,35,17,1,5,2,1,2,1,0
1743,2009-11-08,2,17,27,32,35,38,41,3,3,1,1,1,3,0
1744,2009-11-05,3,9,13,31,40,42,30,4,2,2,1,0,2,1
1745,2009-11-03,3,19,33,42,43,45,44,5,1,1,1,0,1,3
1746,2009-10-31,11,25,27,29,30,44,23,4,2,0,1,4,0,1
1747,2009-10-29,13,14,15,16,18,44,48,2,4,0,5,0,0,1
1748,2009-10-27,13,16,31,35,41,42,36,4,2,0,2,0,2,2
1749,2009-10-24,22,25,26,34,41,45,15,3,3,0,0,3,1,2
1750,2009-10-22,1,2,24,29,40,47,7,3,3,2,0,2,1,1
1751,2009-10-20,8,26,34,36,39,46,35,1,5,1,0,1,3,1
1752,2009-10-18,2,4,15,20,32,42,48,1,5,2,2,0,1,1
1753,2009-10-15,15,17,22,37,39,47,26,5,1,0,2,1,2,1
1754,2009-10-13,13,15,18,36,43,45,7,4,2,0,3,0,1,2
1755,2009-10-10,2,12,16,19,20,49,4,2,4,1,4,0,0,1
1756,2009-10-08,21,31,33,35,39,44,28,5,1,0,0,1,4,1
1757,2009-10-06,12,15,17,24,36,49,14,3,3,0,3,1,1,1
1758,2009-10-03,4,6,11,16,22,39,10,2,4,2,2,1,1,0
1759,2009-09-29,1,5,15,33,40,48,21,4,2,2,1,0,2,1
1760,2009-09-27,1,3,9,30,41,47,19,5,1,3,0,1,0,2
1761,2009-09-24,9,19,22,26,34,36,24,2,4,1,1,2,2,0
1762,2009-09-22,1,5,9,18,24,32,38,3,3,3,1,1,1,0
1763,2009-09-19,20,23,28,37,39,41,26,4,2,0,1,2,2,1
1764,2009-09-17,19,21,24,28,30,48,26,2,4,0,1,4,0,1
1765,2009-09-15,11,14,16,17,35,49,34,4,2,0,4,0,1,1
1766,2009-09-12,1,3,14,17,35,43,47,5,1,2,2,0,1,1
1767,2009-09-10,7,29,31,32,33,35,48,5,1,1,0,1,4,0
1768,2009-09-08,11,13,16,20,21,28,15,3,3,0,4,2,0,0
1769,2009-09-06,9,24,35,40,41,48,31,3,3,1,0,1,2,2
1770,2009-09-04,6,9,14,17,47,49,38,4,2,2,2,0,0,2
1771,2009-09-01,17,19,22,27,40,46,4,3,3,0,2,2,1,1
1772,2009-08-29,4,17,18,26,33,35,40,3,3,1,2,1,2,0
1773,2009-08-27,5,8,17,24,30,42,34,2,4,2,1,2,0,1
1774,2009-08-25,5,11,12,15,24,32,39,3,3,1,3,1,1,0
1775,2009-08-22,3,4,12,29,32,48,16,2,4,2,1,1,1,1
1776,2009-08-20,12,15,22,26,27,29,37,3,3,0,2,4,0,0
1777,2009-08-18,1,3,15,18,20,33,48,4,2,2,3,0,1,0
1778,2009-08-15,6,16,20,23,24,34,42,1,5,1,2,2,1,0
1779,2009-08-13,3,6,18,27,29,37,4,4,2,2,1,2,1,0
1780,2009-08-11,1,15,23,24,31,39,33,5,1,1,1,2,2,0
1781,2009-08-08,5,8,10,11,23,30,42,3,3,3,1,2,0,0
1782,2009-08-06,18,28,38,39,47,48,24,2,4,0,1,1,2,2
1783,2009-08-04,9,27,32,34,36,37,20,3,3,1,0,1,4,0
1784,2009-08-01,1,8,20,45,47,48,11,3,3,2,1,0,0,3
1785,2009-07-30,4,11,12,18,21,40,44,2,4,1,3,1,1,0
1786,2009-07-28,4,11,20,28,46,49,31,2,4,1,2,1,0,2
1787,2009-07-25,4,22,23,31,36,47,20,3,3,1,0,2,2,1
1788,2009-07-23,1,3,11,15,39,47,44,6,0,2,2,0,1,1
1789,2009-07-21,1,4,6,13,15,48,39,3,3,3,2,0,0,1
1790,2009-07-18,24,28,29,38,39,41,19,3,3,0,0,3,2,1
1791,2009-07-16,3,5,14,17,29,45,31,5,1,2,2,1,0,1
1792,2009-07-14,2,10,19,39,46,47,41,3,3,2,1,0,1,2
1793,2009-07-11,2,9,18,21,32,47,26,3,3,2,1,1,1,1
1794,2009-07-09,4,24,26,30,31,46,2,1,5,1,0,3,1,1
1795,2009-07-07,6,27,30,38,41,47,20,3,3,1,0,2,1,2
1796,2009-07-04,2,14,17,19,20,49,26,3,3,1,4,0,0,1
1797,2009-07-02,6,19,22,24,29,40,4,2,4,1,1,3,1,0
1798,2009-06-30,5,11,15,17,25,46,24,5,1,1,3,1,0,1
1799,2009-06-27,16,18,21,26,30,48,45,1,5,0,2,3,0,1
1800,2009-06-25,12,19,26,30,36,45,20,2,4,0,2,2,1,1
1801,2009-06-23,1,19,34,39,43,48,45,4,2,1,1,0,2,2
1802,2009-06-20,7,11,24,32,35,49,46,4,2,1,1,1,2,1
1803,2009-06-18,2,11,17,19,22,26,13,3,3,1,3,2,0,0
1804,2009-06-16,16,25,27,30,37,41,36,4,2,0,1,3,1,1
1805,2009-06-14,12,13,25,39,42,43,38,4,2,0,2,1,1,2
1806,2009-06-11,8,11,15,20,33,43,34,4,2,1,3,0,1,1
1807,2009-06-09,7,13,16,35,42,46,25,3,3,1,2,0,1,2
1808,2009-06-06,1,5,8,23,32,48,3,3,3,3,0,1,1,1
1809,2009-06-04,4,9,19,22,24,43,1,3,3,2,1,2,0,1
1810,2009-06-02,5,7,18,26,29,47,2,4,2,2,1,2,0,1
1811,2009-05-30,9,12,14,20,27,36,11,2,4,1,3,1,1,0
1812,2009-05-28,2,12,20,28,46,49,31,1,5,1,2,1,0,2
1813,2009-05-26,11,14,19,25,27,47,20,5,1,0,3,2,0,1
1814,2009-05-23,1,8,21,32,37,46,22,3,3,2,0,1,2,1
1815,2009-05-19,28,33,36,38,40,45,4,2,4,0,0,1,4,1
1816,2009-05-16,3,7,11,18,20,27,2,4,2,2,3,1,0,0
1817,2009-05-14,6,23,31,43,46,49,40,4,2,1,0,1,1,3
1818,2009-05-12,9,25,29,36,38,41,23,4,2,1,0,2,2,1
1819,2009-05-10,11,14,21,28,41,48,32,3,3,0,2,2,0,2
1820,2009-05-07,2,3,7,9,16,34,14,3,3,4,1,0,1,0
1821,2009-05-05,5,29,30,31,41,45,47,5,1,1,0,2,1,2
1822,2009-05-02,1,6,18,29,39,48,10,3,3,2,1,1,1,1
1823,2009-04-30,8,11,21,30,38,49,35,3,3,1,1,2,1,1
1824,2009-04-28,3,7,20,34,36,41,39,3,3,2,1,0,2,1
1825,2009-04-25,4,17,34,38,46,49,7,2,4,1,1,0,2,2
1826,2009-04-23,15,20,34,42,45,46,23,2,4,0,2,0,1,3
1827,2009-04-21,4,18,31,41,42,43,24,3,3,1,1,0,1,3
1828,2009-04-18,10,14,22,29,33,48,5,2,4,1,1,2,1,1
1829,2009-04-16,1,11,12,19,28,30,49,3,3,1,3,2,0,0
1830,2009-04-14,2,7,22,27,41,42,5,3,3,2,0,2,0,2
1831,2009-04-11,3,16,25,38,45,47,35,4,2,1,1,1,1,2
1832,2009-04-09,7,9,22,29,44,49,1,4,2,2,0,2,0,2
1833,2009-04-07,4,21,22,29,41,45,14,4,2,1,0,3,0,2
1834,2009-04-04,2,6,10,17,18,46,34,1,5,3,2,0,0,1
1835,2009-04-02,7,13,20,33,39,45,30,5,1,1,2,0,2,1
1836,2009-03-31,1,7,15,23,29,35,14,6,0,2,1,2,1,0
1837,2009-03-29,24,32,36,40,42,43,47,1,5,0,0,1,3,2
1838,2009-03-26,5,14,34,36,38,42,19,1,5,1,1,0,3,1
1839,2009-03-24,4,12,15,16,38,46,21,1,5,1,3,0,1,1
1840,2009-03-21,13,23,27,32,34,43,22,4,2,0,1,2,2,1
1841,2009-03-19,6,14,18,21,32,46,43,1,5,1,2,1,1,1
1842,2009-03-17,11,12,14,17,21,37,10,4,2,0,4,1,1,0
1843,2009-03-14,10,16,19,33,42,43,12,3,3,1,2,0,1,2
1844,2009-03-12,2,12,15,16,30,32,5,1,5,1,3,1,1,0
1845,2009-03-10,21,27,32,33,39,48,9,4,2,0,0,2,3,1
1846,2009-03-08,3,4,11,28,37,40,36,3,3,2,1,1,2,0
1847,2009-03-05,2,7,17,20,33,47,45,4,2,2,2,0,1,1
1848,2009-03-03,22,25,30,37,38,49,15,3,3,0,0,3,2,1
1849,2009-02-28,5,15,22,24,34,46,26,2,4,1,1,2,1,1
1850,2009-02-26,14,15,19,23,24,25,2,4,2,0,3,3,0,0
1851,2009-02-24,1,9,32,37,38,47,25,4,2,2,0,0,3,1
1852,2009-02-21,7,8,14,15,20,21,44,3,3,2,3,1,0,0
1853,2009-02-19,6,9,16,26,29,36,8,2,4,2,1,2,1,0
1854,2009-02-17,8,12,15,26,39,44,6,2,4,1,2,1,1,1
1855,2009-02-14,12,17,31,37,39,46,8,4,2,0,2,0,3,1
1856,2009-02-12,10,14,22,28,32,42,36,0,6,1,1,2,1,1
